ID,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
684,LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,76990,106000,27,0,0,0
685,ASUS,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Casual,15.6,1,No,No,88990,129990,31,0,0,0
689,HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,13.5,1,Yes,Yes,114999,138166,16,0,0,0
690,DELL,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,43900,57095,23,0,0,0
692,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,Yes,82990,94600,12,4.5,21,2
693,DELL,INSPIRON,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,46690,57095,18,0,0,0
694,acer,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,Yes,No,109999,0,0,0,0,0
696,ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,14,0,No,No,165990,202990,18,0,0,0
697,Lenovo,Yoga,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,Yes,82990,117490,29,0,0,0
698,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,0,Casual,14,0,No,No,56990,70990,19,0,0,0
699,Lenovo,Yoga,Intel,Core i7,10th,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,14,0,No,No,119990,148082,18,2.5,2,1
700,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,Yes,79990,88600,9,4.8,5,0
702,DELL,Inspiron,Intel,Core i7,10th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,109190,119442,8,0,0,0
703,DELL,Inspiron,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,Yes,43400,49000,11,4.1,231,26
704,ASUS,ZenBook,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,No,114990,140990,18,0,0,0
705,HP,Spectre,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,13.5,1,Yes,No,129999,155436,16,0,0,0
706,Lenovo,Core,Intel,Core i3,10th,4,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,40990,48900,16,5,1,1
707,Lenovo,Core,Intel,Core i3,10th,4,DDR4,0,1024,Missing,64,0,Casual,15,0,No,No,38999,42705,8,3.8,65,5
708,HP,15s,Intel,Core i3,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,No,50990,51748,1,0,0,0
709,DELL,Inspiron,Intel,Core i5,11th,4,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,58990,61990,4,4.3,114,9
711,HP,Pavilion,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,99999,102500,2,0,0,0
712,acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,61597,0,0,0,0,0
713,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,0,No,No,71290,95136,25,0,0,0
715,Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,74999,75500,0,4.3,268,25
717,MSI,Prestige,Intel,Core i7,10th,16,DDR4,512,0,Windows,64,2,Casual,14,1,No,No,104990,123990,15,4,85,9
719,HP,15s,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,40750,43090,5,4.1,1096,116
720,DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,14,1,No,Yes,39990,45810,12,3.9,170,11
721,ASUS,Pro,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,0,No,No,81990,0,0,0,0,0
722,ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,1024,0,Windows,64,0,Casual,14,0,No,No,167990,202990,17,0,0,0
724,DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,Yes,79500,99433,20,4.3,10,1
725,ASUS,ExpertBook,Intel,Core i7,10th,8,DDR4,0,1024,Windows,64,2,Casual,14,0,No,No,93990,0,0,0,0,0
726,DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,No,Yes,82990,107786,23,3.7,15,3
728,ASUS,ExpertBook,Intel,Core i5,10th,4,DDR4,0,1024,Windows,64,0,Casual,14,0,No,No,61249,68990,11,0,0,0
729,DELL,Inspiron,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,43000,46629,7,4.1,313,35
730,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,70980,76094,6,4.4,138,23
732,ASUS,Core,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,Yes,No,109990,134990,18,0,0,0
733,ASUS,ZenBook,Intel,Core i7,8th,16,DDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,99990,122990,18,4.3,30,7
735,ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,14,1,Yes,No,99990,122990,18,0,0,0
736,ASUS,Pro,Intel,Core i7,8th,8,DDR4,256,1024,Windows,64,0,ThinNlight,14,0,No,No,98912,0,0,0,0,0
737,HP,Core,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,48900,50000,2,4.3,1278,135
738,HP,Spectre,Intel,Core i5,8th,8,DDR4,256,0,Windows,64,0,Casual,13.3,1,Yes,Yes,136590,151133,9,0,0,0
739,Lenovo,Core,Intel,Core i7,8th,16,DDR4,512,0,Windows,64,2,ThinNlight,14,0,No,No,244801,0,0,0,0,0
740,DELL,Inspiron,Intel,Core i3,10th,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,39990,49821,19,4,44,2
744,ASUS,ExpertBook,Intel,Core i7,10th,16,LPDDR3,2048,0,Windows,64,0,Casual,14,0,No,No,233990,0,0,0,0,0
745,HP,Spectre,Intel,Core i7,11th,16,LPDDR4X,1024,0,Windows,64,0,Casual,13.5,1,Yes,No,165000,198825,17,0,0,0
746,DELL,Core,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,14,0,Yes,No,82990,94890,12,4.4,16,3
747,DELL,Inspiron,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,4,Casual,13.3,1,No,Yes,87990,88532,0,4.1,120,21
748,ASUS,ZenBook,Intel,Core i7,11th,16,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,94990,122990,22,0,0,0
749,MSI,Prestige,Intel,Core i5,11th,16,LPDDR4X,512,0,Windows,64,0,Casual,14,1,No,No,79990,93489,14,4.9,11,4
752,Lenovo,Ideapad,Intel,Core i7,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,86000,0,0,0,0,0
753,ASUS,Pro,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,85990,88990,3,0,0,0
754,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,0,No,No,86990,0,0,0,0,0
755,ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,2,Casual,14,1,No,Yes,105990,0,0,5,4,0
756,ASUS,Vivo,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,38000,42990,11,4.7,7,0
757,Lenovo,Core,Intel,Core i7,10th,16,DDR4,512,0,Windows,32,2,Casual,12,0,No,No,162399,206997,21,0,0,0
758,Lenovo,V15,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,43990,50250,12,0,0,0
762,ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64,0,Casual,14,1,No,No,40990,49990,18,4.4,4008,519
763,ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,14,0,No,No,84990,141990,40,0,0,0
764,ASUS,Vivobook,Intel,Core i3,11th,4,DDR4,256,0,Windows,64,0,ThinNlight,14,1,No,No,36990,44990,17,4.5,70,9
766,Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,59999,80000,25,4.4,22,3
767,DELL,Core,Intel,Core i5,11th,8,DDR4,0,1024,Windows,32,0,Casual,14,0,No,No,58990,68900,14,0,0,0
768,HP,Core,Intel,Core i7,11th,8,DDR4,512,0,Windows,32,0,Casual,14,0,No,No,119599,195000,38,0,0,0
771,DELL,Vostro,Intel,Core i3,10th,8,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,41790,54784,23,0,0,0
772,Lenovo,Yoga,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,Yes,91999,92000,0,4.6,16,2
773,Lenovo,Ideapad,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,57999,85000,31,3.4,10,2
774,Lenovo,Core,Intel,Core i7,10th,16,LPDDR3,512,0,Windows,64,0,ThinNlight,14,0,No,No,211753,214760,1,0,0,0
775,ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,68900,78999,12,5,6,1
777,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,78900,84900,7,3.6,16,1
778,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,2,Casual,14,0,No,No,83990,0,0,0,0,0
779,ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,14,0,No,No,132790,172990,23,0,0,0
785,ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Missing,32,2,Casual,14,0,No,No,58799,77990,24,0,0,0
786,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,1,No,Yes,37990,51493,26,3.7,265,46
788,Nokia,PureBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,55990,82990,32,4.1,117,31
789,Lenovo,Core,Intel,Core i5,10th,4,DDR4,0,1024,Missing,32,0,Casual,14,0,No,No,49999,59000,15,0,0,0
793,DELL,Core,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,48500,58493,17,0,0,0
795,DELL,Inspiron,Intel,Core i5,11th,8,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,0,No,No,74190,83417,11,4.5,21,3
796,HP,250-G6,Intel,Core i5,7th,4,DDR4,0,1024,Missing,32,2,Casual,15.6,0,No,No,46200,0,0,4.2,47,7
797,HP,Pavilion,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,Yes,64990,68270,4,4.3,23,4
799,Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,60990,93690,34,3.9,14,6
801,Lenovo,Intel,Intel,Core i7,11th,16,DDR4,512,0,Windows,32,0,Casual,14,0,No,No,110999,139000,20,0,0,0
804,DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,15.6,0,No,No,71695,75732,5,4.2,153,16
805,Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0
807,HP,DA,Intel,Core i3,7th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,0,No,No,49279,0,0,4.5,38,3
809,ASUS,ASUS,Intel,Core i9,11th,16,DDR4,1024,0,Windows,64,6,Gaming,15.6,1,No,No,139990,144990,3,0,0,0
810,Avita,Liber,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,0,ThinNlight,14,0,No,No,62990,83390,24,3.9,207,49
812,Lenovo,ThinkBook,Intel,Core i7,11th,16,LPDDR4,1024,0,Windows,64,0,Casual,13,1,No,Yes,85990,148158,41,3.4,7,2
813,Lenovo,Core,Intel,Core i3,10th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,38999,50990,23,3.6,7,2
814,DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,70190,90783,22,3.5,6,3
816,DELL,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,No,79590,106082,24,0,0,0
819,Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0
821,ASUS,TUF,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,76990,105990,27,0,0,0
822,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,0,No,No,48990,58990,16,0,0,0
823,HP,HP,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,2,Casual,13.3,1,No,Yes,94990,160134,40,0,0,0
824,Nokia,PureBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,52790,82990,36,4,5,0
825,DELL,Core,Intel,Core i7,11th,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,99990,128665,22,0,0,0
826,HP,Omen,Intel,Core i7,11th,16,DDR4,1024,0,Windows,64,6,Casual,16.1,1,No,Yes,136990,157563,13,0,0,0
827,DELL,Inspiron,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,No,45930,58229,21,0,0,0
829,HP,Pavilion,Intel,Core i3,11th,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,Yes,55490,65853,15,4.3,143,15
830,Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0
833,Lenovo,Legion,Intel,Core i7,10th,16,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,Yes,234990,349890,32,0,0,0
834,HP,x360,Intel,Core i3,11th,8,DDR4,256,0,Missing,64,0,Casual,14,1,Yes,No,56490,64923,12,0,0,0
835,Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,44990,76990,41,3.4,17,3
836,ASUS,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,84990,115990,26,3.9,17,2
838,HP,15q,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,46790,50190,6,4.2,3062,325
839,Smartron,t.book,Intel,Core i5,7th,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,52990,55999,5,3.9,28,4
844,Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,Yes,86999,109000,20,4.7,3,0
845,HP,Pavilion,Intel,Core i3,8th,4,DDR4,256,0,Windows,64,0,Casual,14,1,Yes,Yes,54238,0,0,4.4,71,8
848,HP,Core,Intel,Core i5,7th,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,44599,0,0,4.1,122,12
849,ASUS,Core,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,41500,51990,20,3,4,0
850,ASUS,ZenBook,Intel,Core i7,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,13.3,1,No,No,81990,102987,20,4.3,40,4
851,acer,Core,Intel,Core i3,11th,4,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,36999,45000,17,0,0,0
852,HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,No,78000,89000,12,4.4,512,85
853,DELL,Core,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,42900,55351,22,0,0,0
854,Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,64990,121608,46,3,4,0
855,ASUS,ExpertBook,Intel,Core i3,10th,4,DDR4,0,1024,Missing,64,0,Casual,15.6,0,No,No,34649,41990,17,2.3,3,0
856,Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3
857,Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3
858,Smartron,t.book,Intel,Core m3,7th,4,DDR3,128,0,Windows,64,0,Casual,12.2,0,Yes,No,42990,45990,6,3.5,25,6
859,DELL,Inspiron,Intel,Core i5,8th,8,DDR4,0,2048,Windows,64,2,Casual,15.6,1,No,Yes,62317,0,0,4,377,53
860,HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,14,1,No,Yes,100990,113000,10,0,0,0
861,Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,74990,83458,10,3.3,3,1
862,ASUS,ROG,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,75990,101990,25,4.6,1365,137
863,acer,Swift,Intel,Core i5,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,13.3,1,No,No,59490,65546,9,3.5,33,7
864,ASUS,Vivobook14,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,ThinNlight,14.1,1,No,No,49800,66990,25,0,0,0
865,Lenovo,Core,Intel,Core i9,10th,16,DDR4,1024,0,Windows,32,8,Casual,15.6,0,No,No,265998,349890,23,0,0,0
867,MSI,GF63,Intel,Core i7,9th,8,DDR4,512,0,Windows,64,4,Casual,15.6,2,No,No,66990,104990,36,4.5,1639,230
869,Lenovo,Core,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,15.6,1,No,Yes,84086,0,0,3.5,8,3
870,DELL,Insprion,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,41480,48990,15,3.8,25,4
871,ASUS,VivoBook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,32990,43990,25,2,12,0
872,Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,61999,68999,10,2.8,4,0
873,acer,Swift,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,No,72964,73199,0,4.2,18,6
874,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
875,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
876,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
877,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
878,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
880,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
881,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,38680,51990,25,3.2,17,1
886,acer,Aspire,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,No,56491,0,0,3.2,30,6
887,HP,15q,Intel,Core i3,7th,4,DDR4,0,1024,Missing,64,0,Casual,15.6,0,No,No,32955,0,0,4.2,311,27
889,acer,Travelmate,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,14,0,No,No,62490,85000,26,3.4,8,0
891,DELL,Core,Intel,Core i3,10th,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,0,No,No,46390,59101,21,2.9,95,5
892,DELL,Core,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,0,No,No,40390,54992,26,3.2,83,15
893,HP,Pavilion,Intel,Core i5,8th,8,DDR4,128,0,Windows,64,0,ThinNlight,13.3,1,No,No,76012,0,0,4.3,129,16
894,ASUS,Vivobook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,ThinNlight,14.1,0,No,No,33990,39990,15,3.4,31,6
895,Lenovo,v15,Intel,Core i3,10th,4,DDR4,0,1024,Missing,64,0,Casual,15.6,0,No,No,39999,43999,9,3.1,8,1
